file,source,target
742DEA58-main-ui,"If you delete the Downloads tool, all sub tools in the group will be deleted, and the auto-install setting will be turned off. Would you like to continue?","Если вы удалите инструмент «Загрузки», все дополнительные инструменты в группе будут удалены, а настройка автоматической установки будет отключена. Хотите продолжить?"
742DEA58-main-ui,No. of sub tool icons,Количество значков дополнительных инструментов
742DEA58-main-ui,Select sub tool,Выбрать вспомогательный инструмент
742DEA58-main-ui,%s: %s (%.1f%%),%s: %s (%.1f%%)
742DEA58-main-ui,Export sub tool,Дополнительный инструмент экспорта
742DEA58-main-ui,Export sub tools as separate files,Экспортировать вспомогательные инструменты как отдельные файлы
742DEA58-main-ui,(1–%d),(1–%d)
742DEA58-main-ui,X,X
742DEA58-main-ui,"All tools and sub tools registered in the Tool palette and Sub Tool palette will be reset to their original defaults.
Any added tools or sub tools will be deleted.
Shortcuts assigned to tools will be also reset to their original defaults.
","Все инструменты и вспомогательные инструменты, зарегистрированные в палитре инструментов и палитре вспомогательных инструментов, будут сброшены до исходных значений по умолчанию.
Любые добавленные инструменты или вспомогательные инструменты будут удалены.
Ярлыки, назначенные инструментам, также будут сброшены до исходных значений по умолчанию."
742DEA58-main-ui,"Brush shapes 
registered to the Sub Tool Detail palette 
will be reset to their original defaults.
Any added brush shapes 
will be deleted.","Формы кисти 
зарегистрирован в палитре «Детализация вспомогательного инструмента» 
будут сброшены к исходным настройкам по умолчанию.
Любые добавленные формы кистей 
будет удалено."
742DEA58-main-ui,"All settings under [Tab-Mate Controller Settings] 
and [Quick Menu Settings]
 will be reset to their original defaults.","Все настройки в разделе [Настройки контроллера Tab-Mate] 
и [Настройки быстрого меню]
 будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,"Settings for items in the Layer Property palette 
will be reset to their original defaults.","Настройки для элементов на палитре свойств слоя 
будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,Do you want to revert [Tab-Mate Controller Settings] to their original defaults?,Хотите вернуть [Настройки контроллера Tab-Mate] к исходным значениям по умолчанию?
742DEA58-main-ui,110,110
742DEA58-main-ui,%d %%,%d %%
742DEA58-main-ui,Show property bar,Показать панель свойств
742DEA58-main-ui,Material property,Материальное свойство
742DEA58-main-ui,・,・
742DEA58-main-ui,Sub tools,Дополнительные инструменты
742DEA58-main-ui,%,%
742DEA58-main-ui,Use same sub tool as canvas,"Используйте тот же вспомогательный инструмент, что и холст."
742DEA58-main-ui,Register current sub tool,Зарегистрировать текущий вспомогательный инструмент
742DEA58-main-ui,%s (%s),%s (%s)
742DEA58-main-ui,"You can set the assigned actions of modifier keys as well as mouse input such as the mouse wheel and right-click.
How to set modifier keys:
1. For each key entry or mouse input, select the action you want to assign from the list.
2. To change the general settings, check [General settings].
3. Click OK to apply your changes.
3. When selecting a sub tool, you can change the input process and output process of that tool. Settings will be shared with other tools that have the same input and output processes. 
4. Click OK to apply your changes.","Вы можете установить назначенные действия для клавиш-модификаторов, а также для ввода с помощью мыши, например колесика мыши и щелчка правой кнопкой мыши.
Как установить клавиши-модификаторы:
1. Для каждого ввода с помощью клавиши или ввода с помощью мыши выберите из списка действие, которое вы хотите назначить.
2. Чтобы изменить общие настройки, отметьте [Общие настройки].
3. Нажмите OK, чтобы применить изменения.
3. При выборе вспомогательного инструмента вы можете изменить процесс ввода и вывода этого инструмента. Настройки будут доступны другим инструментам, имеющим те же процессы ввода и вывода. 
4. Нажмите OK, чтобы применить изменения."
742DEA58-main-ui,"You can set the assigned actions of modifier keys.

 How to set modifier keys:
 1. For each key entry, select the action you want to assign from the list. 
2. If [General settings] is selected in the list, general settings will be used. To change the general settings, check [General settings].
3. When selecting a sub tool, you can change the input and output processing to be set. Settings will be shared with other tools that have the same input and output processes. 
4. Click OK to apply your changes.","Вы можете установить назначенные действия клавиш-модификаторов.

 Как установить клавиши-модификаторы:
 1. Для каждой ключевой записи выберите из списка действие, которое вы хотите назначить. 
2. Если в списке выбрано [Общие настройки], будут использоваться общие настройки. Чтобы изменить общие настройки, отметьте [Общие настройки].
3. При выборе вспомогательного инструмента вы можете изменить настраиваемую обработку ввода и вывода. Настройки будут доступны другим инструментам, имеющим те же процессы ввода и вывода. 
4. Нажмите OK, чтобы применить изменения."
742DEA58-main-ui,640,640
742DEA58-main-ui,Types of available drawing figures,Виды доступных фигурок для рисования
742DEA58-main-ui,Enable canvas recovery,Включить восстановление холста
742DEA58-main-ui,"File may be saved automatically, even if the set Save interval is not reached.","Файл может быть сохранен автоматически, даже если установленный интервал сохранения не достигнут."
742DEA58-main-ui,Save at regular intervals,Сохраняйте через регулярные промежутки времени
742DEA58-main-ui,Save interval,Сохранить интервал
742DEA58-main-ui,“Save recovery information” restores your progress based on the recovery information if the project is closed without being saved. You can choose whether to save over the original project or discard it.,"«Сохранить информацию для восстановления» восстанавливает ваш прогресс на основе информации для восстановления, если проект закрыт без сохранения. Вы можете выбрать, сохранить ли исходный проект или отказаться от него."
742DEA58-main-ui,This restores your progress based on the recovery information if the project is closed without being saved. You can choose whether to save over the original project or discard it.,"Это восстановит ваш прогресс на основе информации для восстановления, если проект будет закрыт без сохранения. Вы можете выбрать, сохранить ли исходный проект или отказаться от него."
742DEA58-main-ui,New text property,Новое свойство текста
742DEA58-main-ui,Selected text tool property,Выбранное свойство текстового инструмента
742DEA58-main-ui,Sub Tool Settings,Настройки вспомогательного инструмента
742DEA58-main-ui,Add current sub tool,Добавить текущий вспомогательный инструмент
742DEA58-main-ui,Do you want to revert [Quick Menu Settings] to their original defaults?,Вы хотите вернуть [Настройки быстрого меню] к исходным значениям по умолчанию?
742DEA58-main-ui,Press [Browse] and choose a save folder to manage multiple pages.,Нажмите [Обзор] и выберите папку для сохранения для управления несколькими страницами.
742DEA58-main-ui,"""%s"" is already used in 

%s

Every time you press key, it will switch between tool and sub tool using the same shortcut.","«%s» уже используется в 

%s

Каждый раз, когда вы нажимаете клавишу, происходит переключение между инструментом и вспомогательным инструментом с использованием одного и того же сочетания клавиш."
742DEA58-main-ui,"How to set a shortcut:
1. Select an item and tap [Edit shortcut], then assign the shortcut by pressing the key.
2. Shortcuts can be assigned to tools, sub tool groups, or sub tools.
3. Click [OK] to update the changes.","Как установить ярлык:
1. Выберите элемент и нажмите [Изменить ярлык], затем назначьте ярлык, нажав клавишу.
2. Ярлыки можно назначить инструментам, вспомогательным группам инструментов или вспомогательным инструментам.
3. Нажмите [OK], чтобы обновить изменения."
742DEA58-main-ui,Edit text property,Изменить свойство текста
742DEA58-main-ui,New sub tool,Новый вспомогательный инструмент
742DEA58-main-ui,Create copy of currently selected sub tool,Создать копию текущего выбранного вспомогательного инструмента
742DEA58-main-ui,Delete selected sub tool,Удалить выбранный вспомогательный инструмент
742DEA58-main-ui,Change settings of selected sub tool,Изменить настройки выбранного вспомогательного инструмента
742DEA58-main-ui,Create new customized sub tool,Создать новый индивидуальный вспомогательный инструмент
742DEA58-main-ui,Duplicate sub tool,Дублировать вспомогательный инструмент
742DEA58-main-ui,Sub tool settings,Настройки вспомогательного инструмента
742DEA58-main-ui,Delete sub tool,Удалить дополнительный инструмент
742DEA58-main-ui,Create custom sub tool,Создать собственный вспомогательный инструмент
742DEA58-main-ui,Sub tool group settings,Настройки вспомогательной группы инструментов
742DEA58-main-ui,Delete sub tool group,Удалить подгруппу инструментов
742DEA58-main-ui,Import sub tool group,Импортировать подгруппу инструментов
742DEA58-main-ui,Export sub tool group,Экспорт подгруппы инструментов
742DEA58-main-ui,Import sub tool,Импортировать дополнительный инструмент
742DEA58-main-ui,Register sub tool as material,Зарегистрируйте вспомогательный инструмент как материал
742DEA58-main-ui,Add sub tool,Добавить дополнительный инструмент
742DEA58-main-ui,Show group name of sub tool,Показать имя группы вспомогательного инструмента
742DEA58-main-ui,All supported formats|*.sut;*.abr;*.sutg|Sub tool file|*.sut|Sub tool group file|*.sutg|Photoshop brush file|*.abr,Все поддерживаемые форматы|*.sut;*.abr;*.sutg|Файл вспомогательного инструмента|*.sut|Файл вспомогательной группы инструментов|*.sutg|Photoshop файл кисти|*.abr
742DEA58-main-ui,All supported formats|*.sut;*.abr|Sub tool file|*.sut|Photoshop brush file|*.abr,Все поддерживаемые форматы|*.sut;*.abr|Файл вспомогательного инструмента|*.sut|Photoshop файл кисти|*.abr
742DEA58-main-ui,Sub tool file|*.sut,Файл вспомогательного инструмента|*.sut
742DEA58-main-ui,Sub tool group file|*.sutg,Файл вспомогательной группы инструментов|*.sutg
742DEA58-main-ui,Registering to Sub Tool palette (registering images to the Material palette)...,Регистрация в палитре дополнительных инструментов (регистрация изображений в палитре материалов)...
742DEA58-main-ui,Registered to sub tool palette.,Зарегистрировано в дополнительной палитре инструментов.
742DEA58-main-ui,"Registered to sub tool palette, but some file could not be imported.","Зарегистрировано в вспомогательной палитре инструментов, но не удалось импортировать некоторые файлы."
742DEA58-main-ui,This file cannot be registered to sub tool palette.,Этот файл невозможно зарегистрировать в вспомогательной палитре инструментов.
742DEA58-main-ui,You cannot import sub tool files in Clip Studio Paint Debut.,Вы не можете импортировать файлы вспомогательных инструментов в Clip Studio Paint Debut.
742DEA58-main-ui,Exporting image materials included in sub tools...,"Экспорт графических материалов, включенных во вспомогательные инструменты..."
742DEA58-main-ui,Importing image materials included in sub tools...,"Импорт графических материалов, включенных в дополнительные инструменты..."
742DEA58-main-ui,The following sub tool files already exist. Do you want to replace it?,Следующие файлы вспомогательных инструментов уже существуют. Вы хотите заменить его?
742DEA58-main-ui,%s and the following %d sub tool files already exist. Do you want to replace them?,%s и следующие вспомогательные файлы инструментов %d уже существуют. Вы хотите заменить их?
742DEA58-main-ui,Failed to export sub tool.,Не удалось экспортировать вспомогательный инструмент.
742DEA58-main-ui,Do you want to restore the following sub tools to their default settings?,Вы хотите восстановить настройки по умолчанию для следующих вспомогательных инструментов?
742DEA58-main-ui,Do you want to restore %s and the following %d sub tools to the default settings?,Хотите восстановить настройки по умолчанию для %s и следующих вспомогательных инструментов %d?
742DEA58-main-ui,Do you want to replace the existing default settings and save the current settings as default for the following sub tools?,Хотите заменить существующие настройки по умолчанию и сохранить текущие настройки по умолчанию для следующих вспомогательных инструментов?
742DEA58-main-ui,Do you want to replace the existing default settings and save the current settings as default for %s and the following %d sub tools?,Хотите заменить существующие настройки по умолчанию и сохранить текущие настройки по умолчанию для %s и следующих вспомогательных инструментов %d?
742DEA58-main-ui,Failed to load default sub tools.,Не удалось загрузить вспомогательные инструменты по умолчанию.
742DEA58-main-ui,Search for sub tools on ASSETS,Поиск дополнительных инструментов на ASSETS
742DEA58-main-ui,Background color of icon,Цвет фона значка
742DEA58-main-ui,Sub tool with same name exists. Do you want to proceed?,Существует дополнительный инструмент с таким же именем. Хотите продолжить?
742DEA58-main-ui,User Settings ...,Настройки пользователя...
742DEA58-main-ui,%d:%d,%d:%d
742DEA58-main-ui,C:\Program Files\CELSYS\ToeiAnimation\DigitalTimeSheet\ToeiAnimationDigitalTimeSheet.exe,C:\Program Files\CELSYS\ToeiAnimation\DigitalTimeSheet\ToeiAnimationDigitalTimeSheet.exe
742DEA58-main-ui,Notify when auto-installing sub tools,Уведомлять при автоматической установке вспомогательных инструментов
742DEA58-main-ui,Selected sub tool,Выбранный вспомогательный инструмент
742DEA58-main-ui,First sub tool,Первый вспомогательный инструмент
742DEA58-main-ui,"Set the brush size (line width). 
To add variety to your line width, click the button to the right of the slider to open the [Dynamics] dialog box, where you can link brush size to pen pressure or other dynamics.
","Установите размер кисти (ширину линии). 
Чтобы разнообразить ширину линии, нажмите кнопку справа от ползунка, чтобы открыть диалоговое окно [Динамика], где вы можете связать размер кисти с давлением пера или другой динамикой."
742DEA58-main-ui,"The Stabilization and Post-correction settings reduce jitters to create smoother lines. 
 Stabilization smooths lines by delaying the input from the tablet, while Post-correction smooths the line after it is drawn. 
 [Taper] gradually reduces the pen pressure as the pen is lifted from the tablet. When pen pressure is assigned to line width, the line tapers off at the end.","Настройки «Стабилизация» и «Пост-коррекция» уменьшают дрожание и создают более плавные линии. 
 Стабилизация сглаживает линии за счет задержки ввода с планшета, а пост-коррекция сглаживает линию после ее рисования. 
 [Конус] постепенно снижает давление пера по мере того, как перо отрывается от планшета. Когда давление пера соответствует ширине линии, линия сужается к концу."
742DEA58-main-ui,Adjust settings related to the Tool Property palette.,"Отрегулируйте настройки, связанные с палитрой свойств инструмента."
742DEA58-main-ui,Reset selected sub tool to default settings,Сбросить выбранный вспомогательный инструмент до настроек по умолчанию
742DEA58-main-ui,Save current settings as default settings for this sub tool,Сохранить текущие настройки в качестве настроек по умолчанию для этого вспомогательного инструмента.
742DEA58-main-ui,Show category name (label) on tool property palette,Показывать имя категории (метку) на палитре свойств инструмента.
742DEA58-main-ui,Copy to all sub tools within same group,Копировать во все вспомогательные инструменты в одной группе
742DEA58-main-ui,Copy to all sub tools within same tool,Копировать во все вспомогательные инструменты одного инструмента
742DEA58-main-ui,Copy to all sub tools within all tools,Копировать во все вспомогательные инструменты во всех инструментах
742DEA58-main-ui,405,405
742DEA58-main-ui,135,135
742DEA58-main-ui,180,180
742DEA58-main-ui,210,210
742DEA58-main-ui,350,350
742DEA58-main-ui,340,340
742DEA58-main-ui,Lock sub tool and do not save changes,Заблокировать вспомогательный инструмент и не сохранять изменения
